"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","PavedDrive","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"691",691,120,"RM",38.8548341866824,8.39525152061099,"Reg","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",4.99043258677874,"Gd","TA","PConc","Gd","Gd","GLQ",6.54678541076052,0,5.01727983681492,6.7428806357919,"Ex","Y","SBrkr",6.7428806357919,0,0,6.7428806357919,1,0,1,0,1,1,"Gd",3,1,"Attchd",2004,"RFn",2,6.04025471127741,"Y",0,0,0,0,0,5,2008,"WD","Normal",11.8565151693603
"693",693,60,"RL",42,10.1726746423517,"IR1","Inside","Timber","Norm","1Fam","2Story",7,5,1989,1990,"Hip","MetalSd","MetalSd","BrkFace",5.68017260901707,"Gd","TA","PConc","Gd","Gd","GLQ",6.87212810133899,0,5.50125821054473,7.09837563859079,"Ex","Y","SBrkr",7.12125245324454,7.15539630189673,0,7.83161727635261,1,0,2,1,4,1,"Gd",9,2,"Attchd",1989,"RFn",2,6.4425401664682,"Y",0,0,0,0,0,4,2006,"WD","Normal",12.7218858108072
"694",694,30,"RL",60,8.59415423255237,"Reg","Corner","OldTown","Norm","1Fam","1Story",5,6,1921,1968,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","No","Unf",0,0,6.9782137426307,6.9782137426307,"Ex","Y","SBrkr",6.9782137426307,0,0,6.9782137426307,0,0,1,0,2,1,"TA",4,0,"Detchd",1968,"Unf",1,5.78689738136671,"Y",4.71849887129509,0,0,0,0,12,2006,"WD","Abnorml",11.5943211031742
"695",695,50,"RM",51,8.71931737550637,"Reg","Corner","BrkSide","Norm","1Fam","1.5Fin",5,6,1936,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Fa","BrkTil","TA","No","Unf",0,0,6.83195356556585,6.83195356556585,"TA","Y","SBrkr",6.97260625130175,6.15697898558556,0,7.33888813383888,0,0,1,1,3,1,"TA",5,0,"Detchd",1995,"Unf",2,6.35610766069589,"Y",0,0,0,0,0,4,2009,"WD","Normal",11.8600549960654
"696",696,20,"RL",54,9.53322065507793,"IR1","Inside","Timber","Norm","1Fam","1Story",6,6,1987,1987,"Gable","HdBoard","HdBoard","BrkFace",4.27666611901606,"TA","TA","CBlock","Gd","No","GLQ",6.88755257166462,3.68887945411394,4.52178857704904,7.01391547481053,"Gd","Y","SBrkr",7.03614849375054,0,0,7.03614849375054,1,0,2,0,2,1,"Gd",5,1,"Attchd",1987,"Unf",2,6.31173480915291,"Y",0,0,0,0,0,7,2006,"WD","Normal",12.0782392740203
"697",697,30,"RM",50,8.69951474821019,"Reg","Inside","BrkSide","Norm","1Fam","1Story",5,7,1921,1950,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","CBlock","TA","No","LwQ",6.42324696353352,0,0,6.42324696353352,"Gd","Y","SBrkr",6.42324696353352,0,0,6.42324696353352,0,0,1,0,2,1,"TA",4,0,"Detchd",1921,"Unf",1,5.32300997913841,"Y",4.85981240436167,0,0,0,0,6,2006,"WD","Normal",11.3963916487143
"698",698,20,"RL",57,8.76717339668401,"IR1","Inside","Edwards","Norm","1Fam","1Story",5,7,1952,1952,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Ex","Mn","LwQ",5.34710753071747,6.31173480915291,5.3890717298165,6.88755257166462,"Fa","Y","FuseA",7.04577657687951,0,0,7.04577657687951,0,1,1,0,2,1,"TA",6,0,"Detchd",1952,"Unf",1,5.73009978297357,"Y",0,0,0,0,0,9,2006,"WD","Normal",11.7239964350502
"699",699,20,"RL",65,9.04192172035122,"Reg","Inside","Sawyer","RRAe","1Fam","1Story",5,8,1965,2009,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","No","GLQ",6.31535800152233,4.76217393479776,5.41164605185504,6.79570577517351,"Ex","Y","SBrkr",6.79570577517351,0,0,6.79570577517351,1,0,1,0,3,1,"TA",5,1,"Detchd",1973,"Unf",1,5.8171111599632,"Y",0,0,0,0,0,4,2010,"WD","Normal",11.8386256046095
"700",700,120,"FV",59,8.36217546914963,"IR2","Inside","Somerst","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","Mn","GLQ",2.77258872223978,0,7.22620901010067,7.23777819192344,"Ex","Y","SBrkr",7.23777819192344,0,0,7.23777819192344,0,0,2,0,2,1,"Gd",5,0,"Attchd",2004,"RFn",2,6.27287700654617,"Y",0,0,0,0,0,7,2008,"WD","Normal",12.1858699382127
"701",701,20,"RL",85,9.57018030205807,"Reg","Inside","Timber","Norm","1Fam","1Story",8,5,2002,2002,"Hip","VinylSd","VinylSd","BrkFace",6.44571981938558,"Gd","TA","PConc","Ex","Gd","GLQ",7.14991683613211,0,6.26530121273771,7.49554194388426,"Ex","Y","SBrkr",7.49554194388426,0,0,7.49554194388426,1,0,2,0,3,1,"Gd",7,1,"Attchd",2002,"Fin",3,6.63987583382654,"Y",0,0,0,0,0,5,2006,"WD","Normal",12.6523597481586
"702",702,20,"RL",80,9.16951837745593,"Reg","Inside","NWAmes","Norm","1Fam","1Story",7,5,1969,1969,"Hip","HdBoard","HdBoard","BrkFace",5.12396397940326,"TA","TA","CBlock","TA","No","Unf",0,0,7.05961762829138,7.05961762829138,"TA","Y","SBrkr",7.05961762829138,0,0,7.05961762829138,0,0,1,1,3,1,"TA",6,0,"Attchd",1969,"Unf",2,6.26909628370626,"Y",0,0,0,0,0,7,2006,"COD","Normal",11.8493977015914
"703",703,60,"RL",82,9.42851158166383,"IR1","Inside","StoneBr","Norm","1Fam","2Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","BrkFace",6.14418563412565,"Ex","TA","PConc","Ex","No","Unf",0,0,7.11801620446533,7.11801620446533,"Ex","Y","SBrkr",7.1420365747068,7.17930796950403,0,7.85399308722424,0,0,2,1,4,1,"Ex",10,1,"BuiltIn",2006,"Fin",3,6.50128967054039,"Y",0,0,0,0,0,7,2006,"New","Partial",12.7991757088645
"704",704,190,"RM",76,8.9398431242785,"Reg","Inside","OldTown","Feedr","2fmCon","2Story",5,9,1900,1996,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","No","Unf",0,0,5.88610403145016,5.88610403145016,"Gd","Y","SBrkr",6.93925394604151,6.65929391968364,0,7.50218648660292,0,0,2,0,4,2,"Gd",8,1,"Detchd",1999,"Unf",2,6.51025834052315,"N",3.68887945411394,0,0,0,0,5,2010,"WD","Normal",11.8493977015914
"705",705,20,"RL",70,9.03598698483141,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","BrkFace",4.69134788222914,"Gd","TA","PConc","Gd","Av","GLQ",6.56807791141198,0,6.63463335786169,7.29505641646263,"Ex","Y","SBrkr",7.30249642372733,0,0,7.30249642372733,1,0,2,0,3,1,"Gd",7,0,"Attchd",2004,"RFn",2,6.40687998606931,"Y",0,4.969813299576,0,0,0,5,2010,"WD","Normal",12.2690474446916
"706",706,190,"RM",70,8.63052187672324,"Reg","Inside","IDOTRR","Norm","2fmCon","2Story",4,5,1930,1950,"Hip","VinylSd","Wd Shng","None",0,"Fa","Fa","Slab","Fa","No","LwQ",0,0,0,0,"Fa","N","SBrkr",5.91889385427315,6.5792512120101,0,6.99576615630485,0,0,2,0,3,2,"Fa",7,0,"CarPort",1830.13887415385,"RFn",0,0,"N",0,0,0,0,8.1605182474775,7,2010,"WD","Normal",10.9150884642146
"707",707,20,"RL",124.146400624586,11.6539822208863,"IR2","CulDSac","ClearCr","Norm","1Fam","1Story",7,5,1971,2002,"Gable","Plywood","Plywood","Stone",5.86078622346587,"TA","TA","CBlock","Gd","Gd","GLQ",7.10578612948127,0,6.04973345523196,7.40427911803727,"TA","Y","SBrkr",7.50878717063428,0,0,7.50878717063428,1,0,2,0,2,1,"Gd",5,2,"Attchd",1971,"Unf",2,6.6052979209482,"Y",0,0,0,0,0,6,2007,"WD","Normal",12.618182296357
"708",708,120,"RL",48,8.73873546136347,"Reg","Inside","NridgHt","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","MetalSd","MetalSd","BrkFace",5.17048399503815,"Gd","TA","PConc","Gd","No","GLQ",6.76041469108343,0,6.13339804299665,7.18841273649695,"Ex","Y","SBrkr",7.18841273649695,0,0,7.18841273649695,1,0,2,0,2,1,"Gd",6,1,"Attchd",2006,"Fin",2,6.30991827822652,"Y",0,0,0,0,0,12,2009,"WD","Normal",12.4450895460007
"709",709,60,"RL",65,9.10697785898103,"IR1","Inside","Gilbert","Norm","1Fam","2Story",7,5,2007,2007,"Hip","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Av","Unf",0,0,6.59030104819669,6.59030104819669,"Ex","Y","SBrkr",6.59030104819669,6.59030104819669,0,7.28344822875663,0,0,2,1,3,1,"Gd",8,1,"Attchd",2007,"Fin",2,5.99146454710798,"Y",0,0,0,0,0,7,2007,"New","Partial",12.0981533033107
"710",710,20,"RL",69.7617555722875,8.87654455055838,"IR1","Inside","Sawyer","Norm","1Fam","1Story",5,7,1966,1966,"Gable","HdBoard","HdBoard","BrkCmn",3.71357206670431,"TA","TA","PConc","TA","No","Unf",0,0,6.77536609093639,6.77536609093639,"TA","Y","SBrkr",6.80682936039218,0,0,6.80682936039218,0,0,1,0,3,1,"TA",6,0,"Attchd",1966,"Unf",1,6.01126717440416,"Y",0,0,0,0,0,12,2008,"WD","Abnorml",11.6073261403917
"711",711,30,"RL",56,8.32603268595508,"IR1","Inside","BrkSide","Norm","1Fam","1Story",3,6,1935,2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","CBlock","TA","No","Unf",0,0,5.59842195899838,5.59842195899838,"Gd","Y","SBrkr",6.59167373200866,0,0,6.59167373200866,0,0,1,0,2,1,"TA",5,0,"2Types",1833.0386685953,"Fin",0,0,"N",0,0,0,0,0,7,2008,"WD","Normal",10.8589989975636
"712",712,50,"C (all)",66,9.0724566646128,"Reg","Inside","IDOTRR","Norm","1Fam","1.5Fin",4,7,1900,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Stone","TA","Mn","Unf",0,0,6.75576892198425,6.75576892198425,"Gd","Y","SBrkr",6.75576892198425,5.76519110278484,0,7.07157336421153,0,0,1,0,2,1,"TA",7,0,"Detchd",1964,"RFn",1,5.95064255258773,"N",4.58496747867057,0,0,0,0,1,2010,"WD","Abnorml",11.5403071417114
"713",713,120,"RL",40,8.44912846050211,"IR1","Inside","StoneBr","Norm","TwnhsE","1Story",8,5,1988,1989,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","Mn","GLQ",6.64248680136726,0,6.13339804299665,7.11314210870709,"Gd","Y","SBrkr",7.11314210870709,0,0,7.11314210870709,1,0,2,0,2,1,"Gd",5,1,"Attchd",1988,"Fin",2,6.15697898558556,"Y",0,0,0,0,0,10,2008,"WD","Normal",12.1495022940418
"714",714,190,"RL",60,9.19755903761145,"Reg","Inside","BrkSide","RRAn","2fmCon","1Story",4,5,1970,1970,"Gable","HdBoard","HdBoard","BrkFace",5.07517381523383,"TA","TA","CBlock","TA","Av","ALQ",6.67076632084587,0,5.14166355650266,6.86693328446188,"TA","N","SBrkr",6.86693328446188,0,0,6.86693328446188,1,0,1,0,3,1,"TA",6,0,"Detchd",1970,"Unf",2,6.35610766069589,"Y",0,0,0,0,0,5,2006,"WD","Normal",11.7675676833438
"715",715,60,"RL",79.1866963310694,9.51170343148383,"IR1","CulDSac","Sawyer","RRAe","1Fam","2Story",6,8,1976,2005,"Gable","HdBoard","Plywood","BrkFace",5.66642668811243,"Gd","TA","CBlock","TA","No","GLQ",6.27852142416584,0,5.25749537202778,6.58617165485467,"Ex","Y","SBrkr",6.58617165485467,6.62539236800796,0,7.2991214627108,0,0,2,1,3,1,"Gd",6,0,"Attchd",1976,"RFn",2,6.16331480403464,"Y",0,0,0,0,0,3,2010,"WD","Normal",11.7791285057449
"716",716,20,"RL",78,9.22424327714517,"Reg","Inside","NWAmes","Norm","1Fam","1Story",6,5,1974,1974,"Hip","HdBoard","HdBoard","BrkFace",5.15905529921453,"TA","TA","CBlock","Gd","No","Unf",0,0,6.96979066990159,6.96979066990159,"TA","Y","SBrkr",7.20785987143248,0,0,7.20785987143248,0,0,2,0,3,1,"TA",7,1,"Attchd",1974,"RFn",2,6.16961073249146,"Y",0,0,0,0,0,8,2009,"WD","Normal",12.0137007528827
"717",717,70,"RM",60,9.28730141311231,"Reg","Inside","OldTown","Norm","1Fam","2Story",7,8,1890,1998,"Gable","Wd Sdng","VinylSd","None",0,"TA","Gd","BrkTil","TA","No","Unf",0,0,6.57646956904822,6.57646956904822,"Ex","Y","SBrkr",7.36264527041782,6.88550967003482,0,7.84541603659248,0,0,1,1,3,1,"TA",8,0,"Detchd",1996,"Unf",2,6.55677835615804,"P",4.96284463025991,0,0,0,0,7,2007,"WD","Normal",11.979799201207
"718",718,20,"RL",80,9.21034037197618,"Reg","Inside","NWAmes","Norm","1Fam","1Story",5,6,1973,2000,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","No","BLQ",6.98841318199959,0,4.52178857704904,7.06987412845857,"Gd","Y","SBrkr",7.07157336421153,0,0,7.07157336421153,0,1,1,1,3,1,"Gd",5,1,"Attchd",1973,"Unf",2,6.08449941307517,"Y",0,0,0,0,0,11,2008,"WD","Normal",11.9640010843304
"719",719,60,"RL",96,9.26312255741515,"Reg","Inside","NoRidge","Norm","1Fam","2Story",7,5,1993,1994,"Hip","Wd Sdng","ImStucc","BrkFace",6.47850964220857,"Gd","TA","PConc","Gd","Gd","GLQ",7.06731984865348,0,4.92725368515721,7.1785454837637,"Ex","Y","SBrkr",7.18916773842032,6.99668148817654,0,7.79069603117474,1,0,2,1,3,1,"Gd",9,1,"Attchd",1993,"RFn",3,6.89060912014717,"Y",5.37527840768417,0,0,0,0,8,2008,"WD","Normal",12.7396377562657
"720",720,20,"RL",69,9.20230820027892,"IR1","Inside","CollgCr","Norm","1Fam","1Story",5,6,1969,1969,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","Gd","ALQ",6.25958146406492,0,6.10479323241498,6.87832646829133,"TA","Y","SBrkr",6.87832646829133,0,0,6.87832646829133,0,0,1,1,3,1,"TA",5,1,"Attchd",1969,"Unf",1,5.7037824746562,"Y",0,0,0,0,0,5,2006,"WD","Normal",11.7636841833174
"721",721,120,"RL",61.9787291593019,8.78920309447372,"IR1","CulDSac","StoneBr","Norm","1Fam","1Story",8,5,1985,1985,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","Gd","GLQ",7.04577657687951,0,6.38687931936265,7.46278915741245,"TA","Y","SBrkr",7.46278915741245,0,0,7.46278915741245,1,0,2,0,2,1,"Gd",5,1,"Attchd",1985,"RFn",2,6.33505425149806,"Y",5.4553211153577,0,0,0,0,12,2006,"WD","Normal",12.5245263766487
"722",722,120,"RM",48.1186914848629,8.39525152061099,"Reg","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",5.12989871492307,"Gd","TA","PConc","Gd","Av","GLQ",6.49526555593701,0,5.2257466737132,6.7428806357919,"Ex","Y","SBrkr",6.7428806357919,0,0,6.7428806357919,1,0,1,0,1,1,"Gd",3,0,"Attchd",2004,"RFn",2,6.04025471127741,"Y",0,0,0,0,0,5,2010,"WD","Normal",11.870599909242
"723",723,20,"RL",70,9.00208543315572,"Reg","Inside","NAmes","Norm","1Fam","1Story",4,7,1970,1970,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","No","ALQ",5.25227342804663,0,6.51174532964473,6.76157276880406,"Ex","Y","SBrkr",6.76157276880406,0,0,6.76157276880406,0,0,1,0,3,1,"TA",5,0,"Detchd",1994,"Unf",2,6.13772705408623,"Y",0,0,0,0,0,7,2009,"WD","Normal",11.7320609948869
"724",724,50,"RL",60,9.00846895593751,"Reg","Inside","Edwards","Norm","1Fam","1.5Fin",4,6,1954,1972,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","No","Unf",0,0,6.84694313958538,6.84694313958538,"Ex","Y","SBrkr",6.90475076996184,6.15909538849193,0,7.29301767977278,0,0,2,0,4,1,"TA",7,0,"Detchd",1958,"Unf",1,6.30627528694802,"Y",0,0,5.04985600724954,0,0,5,2008,"WD","Normal",11.8130300574206
"725",725,20,"RL",86,9.49446612822519,"IR1","Inside","Edwards","Norm","1Fam","1Story",9,5,2007,2008,"Hip","CemntBd","CmentBd","Stone",5.82894561761021,"Ex","TA","PConc","Ex","No","GLQ",7.11801620446533,0,6.13988455222626,7.43720636687129,"Ex","Y","SBrkr",7.43720636687129,0,0,7.43720636687129,1,0,2,0,3,1,"Ex",8,1,"Attchd",2007,"Fin",3,6.64378973314767,"Y",0,0,0,0,0,2,2009,"WD","Normal",12.6760762747759
"726",726,20,"RL",60,8.84793475332846,"Reg","Inside","NAmes","Norm","1Fam","1Story",4,6,1970,1970,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","No","ALQ",5.92692602597041,5.47646355193151,5.52146091786225,6.76157276880406,"TA","Y","SBrkr",6.76157276880406,0,0,6.76157276880406,0,0,1,0,3,1,"Gd",5,0,"Detchd",1989,"Unf",2,6.49223983502047,"Y",0,0,0,0,6.21460809842219,11,2009,"WD","Normal",11.6994050319128
"727",727,20,"RL",113.731523196333,9.98483709823245,"IR1","Corner","Crawfor","Norm","1Fam","1Story",6,9,1988,2007,"Hip","Wd Sdng","Plywood","BrkFace",5.56068163101553,"Gd","Gd","CBlock","Gd","No","GLQ",6.69456205852109,0,4.27666611901606,6.77992190747225,"Ex","Y","SBrkr",7.4265490723973,0,0,7.4265490723973,1,0,2,0,3,1,"Gd",5,1,"Attchd",1988,"Fin",2,6.29156913955832,"Y",0,5.2040066870768,0,0,0,12,2009,"WD","Normal",12.3104326608544
"728",728,20,"RL",64,8.89754559870933,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",4.40671924726425,"Gd","TA","PConc","Gd","Av","GLQ",6.58479139238572,0,6.23048144757848,7.11639414409346,"Ex","Y","SBrkr",7.11639414409346,0,0,7.11639414409346,1,0,2,0,2,1,"Gd",6,0,"Attchd",2007,"RFn",2,6.44888939414686,"Y",0,0,0,0,0,2,2009,"WD","Normal",12.1781874420406
"729",729,90,"RL",85,9.34792603492875,"Reg","Corner","NAmes","Norm","Duplex","1Story",5,5,1958,1958,"Gable","VinylSd","VinylSd","BrkFace",4.55387689160054,"TA","TA","CBlock","TA","No","Unf",0,0,7.36770857237437,7.36770857237437,"TA","Y","SBrkr",7.48211892355212,0,0,7.48211892355212,1,0,2,0,4,2,"TA",9,0,"Detchd",1968,"Unf",3,6.78897174299217,"Y",0,0,0,0,0,7,2009,"COD","Abnorml",11.6082356447746
"730",730,30,"RM",52,8.73873546136347,"Reg","Inside","IDOTRR","Norm","1Fam","1.5Fin",4,5,1925,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","BLQ",5.02388052084628,0,6.4425401664682,6.65929391968364,"TA","Y","FuseA",6.7428806357919,0,5.88610403145016,7.09672137849476,0,0,1,0,2,1,"TA",5,0,"Detchd",1962,"Unf",2,6.289715570909,"Y",4.71849887129509,0,0,0,0,1,2009,"WD","Normal",11.5424842672118
"731",731,120,"RL",39,8.5921151179335,"IR1","Inside","StoneBr","Norm","TwnhsE","1Story",8,5,1995,1996,"Gable","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","No","GLQ",7.07326971745971,0,6.0282785202307,7.37462901521894,"Ex","Y","SBrkr",7.38770923908104,0,0,7.38770923908104,1,0,2,0,2,1,"Gd",5,1,"Attchd",1995,"RFn",2,6.41017488196617,"Y",0,0,0,0,0,3,2010,"WD","Normal",12.3737034869141
"732",732,80,"RL",73,9.16847616787748,"IR1","Corner","Timber","Norm","1Fam","SLvl",7,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",6.0913098820777,"Gd","TA","PConc","Ex","Av","GLQ",6.66695679242921,0,4.40671924726425,6.76619171466035,"Ex","Y","SBrkr",7.04403289727469,0,0,7.04403289727469,1,0,2,0,3,1,"Gd",6,1,"Attchd",2003,"Fin",2,6.08221891037645,"Y",0,0,0,0,0,5,2007,"WD","Normal",12.1415341243926
"733",733,60,"RL",75,9.34171945003256,"IR1","Inside","CollgCr","Norm","1Fam","2Story",7,5,1998,1999,"Gable","VinylSd","VinylSd","BrkFace",5.30826769740121,"Gd","TA","PConc","Gd","Av","ALQ",5.52942908751142,0,6.80350525760834,7.05012252026906,"Ex","Y","SBrkr",7.05012252026906,6.77764659363512,0,7.61628356158038,0,0,2,1,3,1,"Gd",8,1,"Attchd",1998,"Fin",2,6.29341927884648,"Y",0,0,0,0,0,7,2008,"WD","Normal",12.3126823805884
"734",734,20,"RL",80,9.21034037197618,"Reg","Corner","Sawyer","Feedr","1Fam","1Story",5,6,1961,1983,"Hip","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","No","BLQ",6.38687931936265,0,5.59842195899838,6.76157276880406,"Ex","Y","SBrkr",7.04228617193974,0,0,7.04228617193974,1,0,1,0,3,1,"TA",6,1,"Attchd",1961,"RFn",1,5.57594910314632,"Y",0,0,0,0,5.99146454710798,3,2009,"WD","Normal",11.7860013850326
"735",735,20,"RL",81.0705204679176,9.10253241934188,"IR1","Corner","Sawyer","Norm","1Fam","1Story",5,5,1968,1968,"Gable","Plywood","Plywood","None",0,"TA","TA","PConc","TA","No","Unf",0,0,6.85435450225502,6.85435450225502,"TA","Y","SBrkr",6.85435450225502,0,0,6.85435450225502,0,0,1,0,3,1,"TA",6,0,"Attchd",1968,"Unf",1,5.7037824746562,"Y",0,0,0,0,0,5,2007,"WD","Family",11.5898865061064
"736",736,75,"RM",60,9.28730141311231,"Reg","Inside","OldTown","Norm","1Fam","2.5Unf",7,7,1914,1970,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","Mn","Rec",5.96614673912369,0,6.19440539110467,6.77992190747225,"Fa","N","SBrkr",6.77992190747225,6.78897174299217,0,7.47760424319759,0,0,1,1,2,1,"TA",6,2,"Detchd",1914,"Unf",2,5.76832099579377,"N",0,0,0,0,0,10,2006,"WD","Normal",12.0015054797889
"737",737,90,"RL",60,9.05298456119998,"Reg","Inside","NAmes","Norm","Duplex","1Story",3,4,1950,1950,"Gable","Stucco","Stone","None",0,"TA","TA","CBlock","Fa","No","BLQ",0,0,0,0,"Gd","N","FuseF",6.94697599213542,0,0,6.94697599213542,0,0,2,0,2,2,"TA",6,0,"Detchd",1949,"Unf",2,5.99146454710798,"Y",0,0,0,0,0,7,2006,"WD","Normal",11.4457167152768
"738",738,60,"RL",72,9.25560050338105,"IR1","CulDSac","Gilbert","Norm","1Fam","2Story",8,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,0,6.7945865808765,6.7945865808765,"Ex","Y","SBrkr",6.80350525760834,6.80239476332431,0,7.49609734517596,0,0,2,1,3,1,"Gd",8,1,"Attchd",2005,"Fin",3,6.68461172766793,"Y",0,0,0,0,0,6,2006,"WD","Normal",12.3879774488278
"739",739,90,"RL",60,9.28730141311231,"Reg","Inside","Edwards","Norm","Duplex","1Story",5,5,1987,1988,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","Gd","GLQ",7.09007683577609,0,0,7.09007683577609,"TA","Y","SBrkr",7.09007683577609,0,0,7.09007683577609,3,0,3,0,3,1,"TA",5,0,"2Types",1833.14393235121,"Fin",0,0,"Y",0,0,0,0,0,3,2009,"WD","Alloca",12.0951410848229
"740",740,60,"RL",65,9.13916655252166,"IR1","Inside","CollgCr","Norm","1Fam","2Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,0,6.76157276880406,6.76157276880406,"Ex","Y","SBrkr",6.76157276880406,6.76157276880406,0,7.454719949364,0,0,2,1,3,1,"Gd",7,0,"Attchd",2004,"RFn",2,6.3491389913798,"Y",0,0,0,0,0,4,2009,"WD","Normal",12.1547793511426
"741",741,70,"RM",60,9.16951837745593,"Reg","Inside","OldTown","Norm","1Fam","2Story",5,7,1910,2002,"Gable","Wd Sdng","Wd Shng","None",0,"TA","Gd","BrkTil","Fa","No","Unf",0,0,5.57594910314632,5.57594910314632,"Ex","Y","SBrkr",6.64378973314767,6.49828214947643,0,7.26682734752059,0,0,2,0,2,1,"TA",7,0,"Detchd",1910,"Unf",2,5.88610403145016,"Y",4.71849887129509,0,0,0,0,5,2007,"WD","Abnorml",11.7905572015685
"742",742,20,"RL",65,8.81996090128606,"IR1","Inside","Sawyer","Feedr","1Fam","1Story",6,8,1961,1996,"Hip","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","Mn","GLQ",6.72383244082121,0,4.38202663467388,6.81563999007433,"Gd","Y","SBrkr",6.81563999007433,0,0,6.81563999007433,1,1,1,0,3,1,"Gd",5,0,"Detchd",1962,"Unf",1,5.66296048013595,"Y",0,0,0,0,0,5,2008,"WD","Normal",11.8635823365834
"743",743,20,"RL",65,9.04192172035122,"Reg","Inside","SawyerW","Norm","1Fam","1Story",7,5,2000,2001,"Gable","VinylSd","VinylSd","BrkFace",4.68213122712422,"TA","TA","PConc","Gd","No","Unf",0,0,7.20711885620776,7.20711885620776,"Ex","Y","SBrkr",7.20711885620776,0,0,7.20711885620776,0,0,2,0,3,1,"TA",6,0,"Attchd",2000,"Unf",2,6.289715570909,"Y",0,0,0,0,0,12,2007,"WD","Normal",12.0951410848229
"744",744,80,"RL",70,9.46389672969859,"IR1","Inside","Sawyer","Norm","1Fam","SLvl",5,6,1963,1999,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","Av","ALQ",6.09582456243222,0,4.33073334028633,6.25382881157547,"Ex","Y","SBrkr",7.28892769452126,0,0,7.28892769452126,0,1,2,0,3,1,"TA",6,1,"Attchd",1997,"RFn",2,6.17378610390194,"Y",0,0,4.60517018598809,0,0,10,2009,"WD","Normal",12.0725412529057
"745",745,120,"RL",41,8.59322787769223,"IR1","Inside","StoneBr","Norm","TwnhsE","1Story",8,5,1993,1993,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","No","GLQ",6.59714570188665,0,6.40357419793482,7.19818357710194,"Gd","Y","SBrkr",7.19818357710194,0,0,7.19818357710194,1,0,2,0,2,1,"Gd",5,1,"Attchd",1993,"RFn",2,6.13556489108174,"Y",4.24849524204936,5.12396397940326,0,0,0,10,2008,"WD","Normal",12.1007121298723
