"","Id","MSSubClass","MSZoning","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"882",882,50,"RL",9.52937575208596,"IR1","Lvl","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1.5Fin",7,5,1990,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4.76217393479776,"Gd","Gd","CBlock","Gd","TA","Mn","LwQ",6.80461452006262,"Unf",0,5.53733426701854,7.05272104923232,"GasA","Ex","Y","SBrkr",7.07918439460967,6.27287700654617,0,7.44833386089748,0,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",1990,"RFn",2,5.99146454710798,"TA","TA","Y",5.12396397940326,3.58351893845611,0,0,0,0,0,4,2007,"WD","Normal",12.1415341243926
"883",883,60,"RL",9.17326136373476,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.69456205852109,6.69456205852109,"GasA","Gd","Y","SBrkr",6.69456205852109,6.66568371778241,0,7.37337430991005,0,0,2,1,3,1,"TA",7,"Typ",1,"BuiltIn",1993,"RFn",2,5.96357934361845,"TA","TA","Y",5.8348107370626,3.68887945411394,0,0,0,0,0,12,2009,"WD","Normal",12.0895388292742
"884",884,75,"RL",8.73294952429643,"Reg","Bnk","Inside","Gtl","SWISU","Norm","Norm","1Fam","2.5Fin",4,5,1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","TA","Fa","No","Unf",0,"Unf",0,6.67834211465433,6.67834211465433,"GasA","TA","N","SBrkr",6.86066367144829,6.67834211465433,6.17586727010576,7.70975686445416,1,0,1,0,5,1,"TA",10,"Typ",0,"Detchd",1997,"Unf",1,6.08677472691231,"TA","Gd","Y",0,5.23644196282995,0,0,0,0,0,3,2006,"WD","Normal",11.6826682395573
"885",885,20,"RL",8.87486763568805,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4.0943445622221,"TA","TA","CBlock","TA","TA","No","BLQ",6.06842558824411,"Unf",0,6.13122648948314,6.79346613258001,"GasA","TA","Y","SBrkr",6.79346613258001,0,0,6.79346613258001,0,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1967,"RFn",1,5.66296048013595,"TA","TA","Y",0,0,0,0,0,0,0,7,2009,"WD","Normal",11.5129254649702
"886",886,120,"FV",8.54071438645758,"IR1","Lvl","CulDSac","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4.0943445622221,"Gd","TA","PConc","Ex","TA","Av","GLQ",7.12125245324454,"Unf",0,6.13122648948314,7.43720636687129,"GasA","Ex","Y","SBrkr",7.44366368311559,0,0,7.44366368311559,1,0,2,0,2,1,"Gd",5,"Typ",1,"Attchd",1999,"Fin",2,6.22653666928747,"TA","TA","Y",4.57471097850338,4.17438726989564,0,0,0,0,0,1,2008,"CWD","Abnorml",12.7035090321771
"887",887,90,"RL",9.03515330408283,"Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1959,2005,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4.80402104473326,"TA","TA","CBlock","TA","TA","No","LwQ",6.26909628370626,"Unf",0,7.00124562206948,7.39387829010776,"GasA","Ex","Y","SBrkr",7.44541755670169,0,0,7.44541755670169,0,0,2,0,4,2,"TA",8,"Typ",0,"Attchd",2005,"Fin",2,6.37672694789863,"TA","TA","Y",5.605802066296,3.98898404656427,0,0,0,0,0,6,2006,"WD","Family",11.8844890214027
"888",888,50,"RL",9.70905292785837,"IR1","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,6.70441435496411,6.70441435496411,"GasA","TA","Y","SBrkr",6.77078942390898,6.25575004175337,0,7.23921497377981,0,0,1,1,3,1,"TA",8,"Typ",0,"Attchd",1955,"Unf",1,5.7037824746562,"TA","TA","Y",4.79579054559674,0,0,0,5.57972982598622,0,0,4,2008,"WD","Normal",11.8167269193019
"889",889,20,"RL",9.6718707040173,"IR1","Lvl","Inside","Mod","NAmes","Norm","Norm","1Fam","1Story",8,6,1970,1970,"Flat","Tar&Grv","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","TA","Gd","Gd","ALQ",5.86078622346587,"Rec",6.71295620067707,6.94985645500077,7.70391020961631,"GasA","Ex","Y","SBrkr",7.70391020961631,0,0,7.70391020961631,1,0,2,0,4,1,"Gd",8,"Typ",1,"Attchd",1970,"Unf",2,6.43133108193348,"TA","TA","Y",4.39444915467244,5.33271879326537,0,0,5.41164605185504,0,0,10,2007,"WD","Normal",12.498742259493
"890",890,20,"RL",9.40590715552016,"Reg","Lvl","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,4,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",4.49980967033027,"TA","TA","CBlock","TA","TA","No","BLQ",6.93147180559945,"Unf",0,6.17586727010576,7.31654817718298,"GasA","Ex","Y","SBrkr",7.31654817718298,0,0,7.31654817718298,1,0,1,0,2,1,"TA",6,"Typ",1,"Attchd",1953,"RFn",2,6.22455842927536,"TA","TA","Y",0,0,0,5.08759633523238,0,0,0,2,2009,"WD","Normal",11.9150516718129
"891",891,50,"RL",8.99516499031115,"Reg","Lvl","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",5,7,1949,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","Unf",0,"Unf",0,6.51025834052315,6.51025834052315,"GasA","Ex","Y","SBrkr",6.51025834052315,5.52942908751142,0,6.82871207164168,0,0,1,0,3,1,"TA",6,"Typ",1,"Detchd",2003,"Unf",2,6.35610766069589,"TA","TA","Y",0,0,0,0,0,0,7.60090245954208,7,2007,"WD","Normal",11.7191262955541
"892",892,60,"RL",9.32223946447359,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,5,1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",4.52178857704904,"TA","TA","CBlock","TA","TA","No","LwQ",5.42053499927229,"Rec",6.21460809842219,5.25749537202778,6.82219739062049,"GasA","Gd","Y","SBrkr",6.82219739062049,6.63987583382654,0,7.42833319419081,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",1978,"RFn",2,6.08677472691231,"TA","TA","Y",5.49306144334055,0,0,0,0,0,0,7,2009,"WD","Normal",12.0581525154536
"893",893,20,"RL",9.03765226415047,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",6,8,1963,2003,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",6.49677499018586,"Unf",0,5.98141421125448,6.96508034560141,"GasA","TA","Y","SBrkr",6.97354301952014,0,0,6.97354301952014,0,1,1,0,3,1,"TA",6,"Typ",0,"Attchd",1963,"RFn",1,5.57594910314632,"TA","TA","Y",5.25749537202778,0,0,0,0,0,0,2,2006,"WD","Normal",11.9479493753199
"894",894,20,"RL",9.49431558249664,"Reg","Lvl","Inside","Gtl","Sawyer","PosN","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","PConc","Gd","TA","Mn","BLQ",6.96979066990159,"Unf",0,5.76519110278484,7.23201033166476,"GasA","TA","Y","SBrkr",7.23201033166476,0,0,7.23201033166476,1,0,1,0,3,1,"TA",6,"Typ",1,"Attchd",1954,"Unf",1,5.86929691313377,"TA","TA","Y",6.2363695902037,4.75359019110636,0,0,0,0,0,6,2008,"WD","Normal",12.0137007528827
"895",895,90,"RL",8.85623355614316,"Reg","Bnk","Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab","TA","TA","No","Unf",0,"Unf",0,0,0,"GasA","TA","Y","SBrkr",7.3362856600213,0,0,7.3362856600213,0,0,2,0,4,2,"TA",8,"Typ",0,"Attchd",1979,"Unf",2,5.99146454710798,"TA","TA","Y",0,0,0,0,0,0,0,6,2009,"WD","Alloca",11.6856847822605
"896",896,60,"RL",8.86163359768663,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,5,1963,1963,"Hip","CompShg","HdBoard","HdBoard","BrkFace",6.0282785202307,"TA","TA","CBlock","TA","TA","No","BLQ",5.99146454710798,"Unf",0,5.94017125272043,6.65929391968364,"GasA","TA","Y","SBrkr",6.89060912014717,6.70073110954781,0,7.49331724886215,1,0,1,1,4,1,"TA",8,"Typ",1,"Attchd",1963,"RFn",2,6.18001665365257,"TA","TA","Y",0,3.91202300542815,0,0,0,0,0,10,2008,"WD","Normal",11.8493977015914
"897",897,30,"RM",9.07852179735533,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,6,1936,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",5.65248918026865,"Unf",0,6.50128967054039,6.85751406254539,"GasA","Ex","N","SBrkr",6.85751406254539,0,0,6.85751406254539,0,0,1,0,2,1,"TA",6,"Typ",0,"Detchd",1936,"Unf",1,5.78996017089725,"TA","TA","Y",0,3.3322045101752,0,0,0,0,0,4,2006,"WD","Abnorml",11.5759002641316
"898",898,90,"RL",8.85623355614316,"Reg","Lvl","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab","TA","TA","No","Rec",0,"Unf",0,0,0,"GasA","TA","Y","SBrkr",7.02108396428914,7.02108396428914,0,7.71423114484909,0,0,2,0,6,2,"TA",12,"Typ",0,"Detchd",1979,"Unf",2,6.26909628370626,"TA","TA","Y",5.03695260241363,0,0,0,0,0,0,6,2009,"WD","Alloca",11.8702711838891
"899",899,20,"RL",9.4664543749603,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2009,2010,"Hip","CompShg","VinylSd","VinylSd","Stone",6.63331843328038,"Ex","TA","PConc","Ex","TA","Gd","GLQ",7.69074316354187,"Unf",0,4.95582705760126,7.75362354655975,"GasA","Ex","Y","SBrkr",7.76811037852599,0,0,7.76811037852599,1,0,2,1,2,1,"Ex",11,"Typ",2,"Attchd",2009,"Fin",3,6.7093043402583,"TA","TA","Y",0,4.20469261939097,0,0,0,0,0,3,2010,"New","Partial",13.3239269468631
"900",900,20,"RL",8.85266492770387,"Reg","Lvl","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,7,1961,1994,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",6.14203740558736,"Unf",0,6.10255859461357,6.81563999007433,"GasA","TA","Y","SBrkr",7.11963563801764,0,0,7.11963563801764,0,0,1,0,3,1,"TA",6,"Typ",1,"Attchd",1961,"Unf",1,5.66296048013595,"TA","TA","Y",0,0,0,0,0,0,0,6,2006,"WD","Normal",11.8130300574206
"901",901,20,"RL",8.90109412160856,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",5.77455154554441,"Unf",0,6.2841341610708,6.75460409948796,"GasA","TA","Y","SBrkr",6.75460409948796,0,0,6.75460409948796,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1979,"Unf",1,6.52795791762255,"TA","TA","Y",0,0,0,0,0,0,0,6,2007,"WD","Normal",11.6082356447746
"902",902,20,"RL",9.0724566646128,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1957,2000,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","BLQ",6.75693238924755,"Unf",0,4.88280192258637,6.89972310728487,"GasA","TA","Y","SBrkr",7.17472430983638,0,0,7.17472430983638,1,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1968,"Unf",1,6.62804137617953,"TA","TA","Y",0,0,0,0,0,0,0,5,2009,"WD","Normal",11.9381932003746
"903",903,60,"RL",8.97144846369383,"Reg","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.6631326959908,6.6631326959908,"GasA","Ex","Y","SBrkr",6.69332366826995,6.55393340402581,0,7.31920245876785,0,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",2003,"Fin",2,5.97380961186926,"TA","TA","Y",0,4.31748811353631,0,0,0,0,0,7,2006,"WD","Normal",12.1007121298723
"904",904,20,"RL",9.60636102125635,"IR1","HLS","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",3.29583686600433,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.4205789054108,7.4205789054108,"GasA","Ex","Y","SBrkr",7.4205789054108,0,0,7.4205789054108,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2006,"RFn",3,6.5366915975913,"TA","TA","Y",4.969813299576,4.0943445622221,0,0,0,0,0,8,2006,"New","Partial",12.3883942023241
"905",905,20,"RL",8.7279402223939,"IR1","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Gable","CompShg","HdBoard","Wd Sdng","BrkFace",4.31748811353631,"TA","TA","CBlock","TA","TA","No","GLQ",6.39526159811545,"Unf",0,5.62401750618734,6.77536609093639,"GasA","TA","Y","SBrkr",6.80461452006262,0,0,6.80461452006262,0,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1967,"Unf",1,5.66296048013595,"TA","TA","Y",0,0,0,0,0,0,0,8,2007,"WD","Normal",11.740061037554
"906",906,20,"RL",9.20230820027892,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","HdBoard","HdBoard","Stone",4.70048036579242,"TA","TA","CBlock","TA","TA","No","Rec",5.86929691313377,"LwQ",5.66988092298052,6.02102334934953,6.96224346426621,"GasA","TA","Y","SBrkr",6.96885037834195,0,0,6.96885037834195,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1954,"RFn",1,5.63478960316925,"TA","TA","Y",0,0,5.0998664278242,0,0,0,0,2,2010,"WD","Normal",11.7597855429018
"907",907,20,"RL",9.51051903575725,"IR1","Lvl","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",5.33753807970132,"Gd","TA","PConc","Gd","TA","No","GLQ",4.14313472639153,"Unf",0,7.35244110024358,7.39203156751459,"GasA","Ex","Y","SBrkr",7.40000951716269,0,0,7.40000951716269,1,0,2,0,3,1,"Gd",8,"Typ",1,"Attchd",2006,"RFn",3,6.76272950693188,"TA","TA","Y",0,4.0943445622221,0,0,0,0,0,6,2007,"WD","Normal",12.4490188241406
"908",908,50,"RL",9.35010231435134,"IR1","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,7,1936,1987,"Gable","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","Gd","TA","No","Rec",5.40717177146012,"Unf",0,6.67708346124714,6.92461239604856,"GasA","Gd","Y","SBrkr",6.92755790627832,6.94408720822953,0,7.62900388965296,0,0,1,1,3,1,"Gd",6,"Typ",1,"Attchd",1936,"Fin",1,5.19295685089021,"Fa","TA","Y",0,0,0,0,5.77455154554441,0,0,6,2006,"WD","Normal",12.4292161968444
"909",909,20,"RL",9.09211974058875,"IR1","Low","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",5,5,1983,1983,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",5.70711026474888,"ALQ",5.78074351579233,5.47646355193151,6.76157276880406,"GasA","TA","Y","SBrkr",6.80461452006262,0,0,6.80461452006262,1,0,1,0,2,1,"TA",5,"Typ",0,"Attchd",1983,"Unf",2,6.18208490671663,"TA","TA","Y",5.0998664278242,0,0,0,0,0,0,6,2006,"WD","Normal",11.7829526021833
"910",910,60,"RL",9.44057869576626,"IR2","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.60934924316738,6.60934924316738,"GasA","Ex","Y","SBrkr",6.60934924316738,6.60934924316738,0,7.30249642372733,0,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",2005,"Fin",2,5.96614673912369,"TA","TA","Y",3.58351893845611,3.17805383034795,0,0,0,0,0,6,2009,"WD","Normal",12.0668105781967
"911",911,90,"RL",9.35876037709446,"Reg","Lvl","Corner","Gtl","NAmes","Feedr","Norm","Duplex","2Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkFace",5.88887795833288,"TA","TA","CBlock","TA","TA","No","Rec",6.09356977004514,"Unf",0,6.49526555593701,7.00760061395185,"GasA","TA","Y","FuseA",7.00760061395185,7.06390396147207,0,7.72929567431048,0,0,2,0,5,2,"TA",12,"Typ",0,"Detchd",1960,"Unf",2,6.17378610390194,"TA","TA","Y",0,0,0,0,0,0,0,1,2010,"WD","Normal",11.9466540383513
"912",912,20,"RL",9.13626316857987,"IR1","Lvl","CulDSac","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,7,1977,1989,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","Gd","Av","ALQ",5.27811465923052,"Unf",0,6.97728134163075,7.14519613499717,"GasA","TA","Y","SBrkr",7.14519613499717,0,0,7.14519613499717,0,0,1,1,3,1,"Gd",5,"Typ",0,"Detchd",1978,"Unf",1,5.52942908751142,"TA","TA","Y",5.15329159449778,0,0,0,0,0,0,10,2009,"WD","Normal",11.8740903141818
"913",913,30,"RM",8.71931737550637,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",6.19236248947487,"Unf",0,5.63121178182137,6.64378973314767,"GasA","TA","N","SBrkr",6.92264389147589,0,0,6.92264389147589,0,0,1,0,3,1,"TA",6,"Min1",0,"Detchd",1925,"Unf",1,6.10924758276437,"TA","TA","Y",0,0,4.71849887129509,0,4.78749174278205,0,6.42971947803914,7,2006,"WD","Abnorml",11.3850920934603
"914",914,90,"RH",8.74353163362697,"Reg","HLS","Inside","Gtl","Crawfor","Norm","Norm","Duplex","2Story",5,6,1949,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",5.64897423816121,"Unf",0,6.57507584059962,6.90875477931522,"GasA","TA","N","FuseA",6.90875477931522,6.90875477931522,0,7.60190195987517,0,0,2,0,4,2,"TA",8,"Typ",0,"2Types",1949,"Unf",3,6.7696419768525,"TA","TA","Y",0,0,0,0,0,0,0,8,2007,"WD","Normal",11.8844890214027
"915",915,160,"FV",8.00636756765025,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",4.33073334028633,"Gd","TA","PConc","Gd","TA","Av","GLQ",5.68357976733868,"Unf",0,5.76205138278018,6.41673228251233,"GasA","Ex","Y","SBrkr",6.41673228251233,6.41673228251233,0,7.10987946307227,0,0,2,1,2,1,"Gd",4,"Typ",0,"Detchd",2009,"RFn",2,6.26909628370626,"TA","TA","Y",0,5.4553211153577,0,0,0,0,0,6,2009,"New","Partial",12.0652749169136
"916",916,160,"RM",7.60140233458373,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,5,1970,1970,"Gable","CompShg","CemntBd","CmentBd","BrkFace",4.38202663467388,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,6.30261897574491,6.30261897574491,"GasA","Fa","Y","SBrkr",6.30261897574491,6.30261897574491,0,6.99576615630485,0,0,1,1,3,1,"TA",6,"Typ",0,"Attchd",1970,"Unf",1,5.65599181081985,"TA","TA","Y",0,0,0,0,0,0,0,1,2007,"WD","Normal",11.2252433925184
"917",917,20,"C (all)",9.10497985631836,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",2,3,1949,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",3.91202300542815,"Unf",0,6.06378520868761,6.17378610390194,"GasA","TA","N","FuseA",6.17378610390194,0,0,6.17378610390194,1,0,0,0,1,1,"TA",4,"Typ",0,"Detchd",1958,"Unf",1,5.73009978297357,"TA","TA","Y",0,0,0,0,0,0,0,10,2006,"WD","Abnorml",10.4719498091105
"918",918,20,"RL",9.74917019215177,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,6,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.96508034560141,"Unf",0,4.31748811353631,7.0335064842877,"GasA","Ex","Y","FuseA",7.11395610956603,0,0,7.11395610956603,0,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1956,"RFn",1,5.64897423816121,"TA","TA","Y",0,0,0,0,0,0,0,4,2009,"WD","Normal",11.8130300574206
"919",919,60,"RL",9.48227408745982,"IR1","Lvl","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Ex","TA","Mn","BLQ",3.87120101090789,"GLQ",6.45204895443723,6.04500531403601,7.00669522683704,"GasA","Ex","Y","SBrkr",6.81563999007433,7.10249935577465,0,7.66246781520024,1,0,2,1,4,1,"Gd",8,"Typ",1,"Attchd",1991,"RFn",3,6.72503364216684,"TA","TA","Y",4.27666611901606,5.25749537202778,5.41164605185504,0,0,0,0,11,2007,"WD","Normal",12.3800259526536
"920",920,20,"RL",9.30828344630615,"IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1958,2002,"Hip","CompShg","MetalSd","MetalSd","None",0,"Ex","TA","CBlock","Gd","TA","No","ALQ",6.26909628370626,"BLQ",6.01859321449623,5.50125821054473,7.07665381544395,"GasA","Ex","Y","SBrkr",7.25417784645652,0,0,7.25417784645652,1,0,1,0,3,1,"TA",6,"Min1",1,"Attchd",1990,"Unf",2,6.39859493453521,"TA","TA","Y",0,3.93182563272433,0,0,5.24702407216049,0,0,5,2008,"WD","Normal",12.0810761553555
"921",921,60,"RL",9.04334083128001,"IR1","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1994,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4.65396035015752,"Gd","Gd","PConc","Gd","Gd","No","GLQ",6.70196036600254,"Unf",0,4.7361984483945,6.8330317327862,"GasA","Ex","Y","SBrkr",6.84161547647759,6.66568371778241,0,7.45066079621154,0,1,2,1,3,1,"Gd",7,"Typ",0,"Attchd",1994,"RFn",2,6.15485809401642,"TA","TA","Y",5.7037824746562,4.46590811865458,0,0,0,0,0,7,2007,"WD","Normal",12.2110601870412
"922",922,90,"RL",9.07988994259212,"Reg","Lvl","Inside","Gtl","Edwards","Feedr","Norm","Duplex","1.5Fin",5,7,1900,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.98841318199959,"Unf",0,5.23644196282995,7.14834574390007,"GasA","Gd","Y","SBrkr",7.14834574390007,6.8330317327862,0,7.69621263934641,2,0,2,2,4,2,"TA",9,"Typ",0,"2Types",1782.14350233382,"Unf",0,0,"Gd","Gd","N",0,4.24849524204936,0,0,0,0,0,9,2008,"WD","Normal",11.8906767345109
"923",923,20,"RL",9.23376388691977,"Reg","Lvl","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",3.3322045101752,"Unf",0,7.1608459066643,7.18235211188526,"GasA","Ex","Y","SBrkr",7.18235211188526,0,0,7.18235211188526,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2005,"Fin",2,5.98393628068719,"TA","TA","Y",4.60517018598809,0,0,3.13549421592915,0,0,0,10,2006,"New","Partial",12.0434948907728
"924",924,120,"RL",8.98869569678571,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1993,1994,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","No","LwQ",5.10594547390058,"GLQ",6.73459165997295,6.39359075395063,7.38025578842646,"GasA","Ex","Y","SBrkr",7.38832785957711,0,0,7.38832785957711,1,0,2,0,2,1,"Gd",5,"Typ",1,"Attchd",1993,"RFn",2,6.27852142416584,"TA","TA","Y",0,4.23410650459726,0,0,0,0,0,7,2008,"WD","Normal",12.170445467887
"925",925,20,"RL",9.2340568985935,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1980,1980,"Gable","CompShg","Plywood","Plywood","BrkFace",5.05624580534831,"TA","Gd","CBlock","Gd","TA","No","BLQ",6.4377516497364,"LwQ",6.96696713861398,0,7.4301141385618,"GasA","TA","Y","SBrkr",7.4301141385618,0,0,7.4301141385618,1,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",1980,"Unf",2,6.41673228251233,"TA","TA","Y",5.95064255258773,4.87519732320115,0,0,0,0,0,5,2006,"WD","Normal",12.2428866186529
"926",926,20,"RL",9.65573107295667,"IR1","Lvl","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","ALQ",6.64248680136726,"LwQ",4.53259949315326,5.5834963087817,7.02642680869964,"GasA","TA","Y","SBrkr",7.02642680869964,0,0,7.02642680869964,0,1,2,0,3,1,"Ex",6,"Typ",0,"Attchd",1977,"RFn",2,6.29156913955832,"TA","TA","Y",5.19295685089021,0,0,0,0,0,0,3,2008,"WD","Abnorml",12.0725412529057
